Description:
	Relative Spectral Power Distribution (SPD) functions
	S0(λ) (blue), S1(λ) (green) and S2(λ) (red)
	of an CIE Standard Illuminant D
	https://www.waveformlighting.com/tech/how-to-calculate-the-daylight-spectrum-d-illuminant
	https://www.waveformlighting.com/files/daylight_spd_5.txt
End
Functions:
	749	66.2009	-10.5337	6.7136
	750	65.1629	-10.3740	6.6338
	751	63.7256	-10.1344	6.5540
	752	61.4100	-9.8150	6.2346
	753	59.7332	-9.5755	6.1547
	754	58.2959	-9.3359	6.0749
	755	56.6989	-9.0964	5.9152
	756	54.3035	-8.7770	5.7555
	757	52.7863	-8.6173	5.5958
	758	51.2692	-8.3777	5.4361
	759	49.6722	-8.2181	5.2764
	760	48.5544	-7.8987	5.1167
	761	49.7521	-8.2181	5.3562
	762	51.6685	-8.5374	5.5159
	763	53.5050	-8.8568	5.7555
	764	56.2997	-9.3359	5.9950
	765	58.0563	-9.6553	6.2346
	766	59.9727	-9.8949	6.3943
	767	61.8891	-10.2143	6.6338
	768	64.6838	-10.6135	6.8733
	769	66.5203	-10.9329	7.1129
	770	67.7979	-11.2523	7.1927
	771	68.1971	-11.1725	7.2726
	772	67.7180	-11.0926	7.1927
	773	67.3986	-11.0128	7.1129
	774	67.0792	-11.0128	7.0330
	775	66.7599	-10.8531	7.0330
	776	66.2808	-10.7732	6.9532
	777	65.9614	-10.6934	6.8733
	778	65.6420	-10.6934	6.8733
	779	65.3226	-10.5337	6.7935
	780	64.9233	-10.5337	6.7136
	781	65.0032	-10.5337	6.7136
	782	65.0830	-10.5337	6.7136
	783	65.1629	-10.5337	6.7935
	784	65.3226	-10.5337	6.7935
	785	65.4024	-10.6135	6.7935
	786	65.4823	-10.6135	6.7935
	787	65.5621	-10.6135	6.8733
	788	65.6420	-10.6135	6.8733
	789	65.8017	-10.6934	6.8733
	790	65.7218	-10.6934	6.8733
	791	65.4024	-10.6135	6.8733
	792	65.0032	-10.5337	6.7935
	793	64.3644	-10.3740	6.7136
	794	63.8853	-10.3740	6.7136
	795	63.4861	-10.2143	6.6338
	796	63.0070	-10.2143	6.5540
	797	62.3682	-10.0546	6.4741
	798	61.8891	-9.9747	6.3943
	799	61.4100	-9.8949	6.3943
	800	61.0107	-9.8150	6.3144
	801	59.9727	-9.5755	6.2346
	802	59.2541	-9.5755	6.0749
	803	58.6951	-9.4158	6.0749
	804	57.8966	-9.2561	5.9152
	805	56.9385	-9.0964	5.8353
	806	56.2997	-8.9367	5.7555
	807	55.5810	-8.7770	5.6756
	808	54.8624	-8.6971	5.5958
	809	53.9042	-8.4576	5.4361
	810	53.2654	-8.4576	5.4361
	811	53.7445	-8.4576	5.4361
	812	54.2236	-8.6173	5.5159
	813	55.0221	-8.6971	5.5958
	814	55.5012	-8.7770	5.5958
	815	55.9803	-8.9367	5.7555
	816	56.4594	-8.9367	5.7555
	817	57.2579	-9.0964	5.8353
	818	57.7370	-9.1762	5.9152
	819	58.2160	-9.2561	5.9152
	820	58.6153	-9.4158	5.9950
	821	59.1742	-9.4158	6.0749
	822	59.3339	-9.4956	6.0749
	823	59.6533	-9.5755	6.1547
	824	59.9727	-9.5755	6.1547
	825	60.3720	-9.6553	6.2346
	826	60.6115	-9.7352	6.2346
	827	60.9309	-9.7352	6.3144
	828	61.0906	-9.7352	6.3144
	829	61.5697	-9.8150	6.3943
	830	61.7773	-9.8310	6.4182
End
